lat,lng,lift,cell,stack_finish,leach_start,leach_end,leach_days,tons_per_block,ounces_per_block,rmax
65.01704081632653,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01704081632653,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.3669387755102,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36612244897958,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36530612244897,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01730612244899,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36612244897958,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36530612244897,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01757142857143,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36612244897958,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36530612244897,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01783673469389,-147.35551020408164,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36530612244897,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35551020408164,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01810204081633,-147.35469387755103,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36530612244897,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35551020408164,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01836734693877,-147.35469387755103,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01863265306123,-147.35551020408164,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.36448979591836,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
